site_name,catchment,catchment_confidence,merge_rule_applied,method_1_catchment,method_1_confidence,method_2_catchment,method_2_confidence,transmission_catchment,rationale,matched_keyword,best_capacity_mw,technology,fuel,owner,owner_tier,phantom_risk,phantom_flags,notes
Western Downs Battery - Stage 1 And 2,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Western Downs,254.94,Storage - Battery,Other - Other,Western Downs BESS Pty Ltd as trustee for Western Downs BESS Trust,tier_3,0.0,,
Western Downs Battery Connection,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Western Downs,1000.0,,Storage,Neoen,tier_1,1.0,stale_proposed_4plus_releases,
Western Downs Battery Connection - KCI,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Western Downs,1000.0,Storage - Battery,Other - Other,Neoen Australia Pty Ltd,tier_1,0.0,,
Western Downs Gas Peaking Plant,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Western Downs,207.0,,Natural Gas Pipeline,PowerGen P51 Pty Ltd,tier_3,0.0,,
Western Downs Gas Peaking Plant - KCI,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Western Downs,207.0,Turbine - CCGT,Other - Other, PowerGen P51 Pty Ltd,tier_3,0.0,,
Western Downs Green Power Hub,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Western Downs,400.0,Solar PV - Single axis tracking,Solar,Western Downs Green Power Hub Pty Ltd,tier_3,0.0,,
Western Downs Green Power Hub P/L,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Western Downs,399.97,Solar PV - Single axis tracking,Solar - Solar,Western Downs Green Power Hub Pty Ltd,tier_3,0.0,,
Whitsunday Solar Farm,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Whitsunday,57.5,Solar PV - Single axis tracking,Solar,Whitsunday Solar Farm Pty Ltd,tier_3,0.0,,
Whitwood Road,SEQ,high,no_coord_m1_backstop,SEQ,high,,,SEQ,SEQ corridor (Brisbane/Ipswich/Toowoomba),Whitwood,1.123,Reciprocating Engine - Spark ignition,Landfill Methane / Landfill Gas,LMS Energy Pty Ltd,tier_3,0.0,,
Windy Hill,FNQ,high,no_coord_m1_backstop,FNQ,high,,,FNQ,FNQ corridor (Townsville and north),Windy Hill,12.0,Wind Turbine - Onshore,Wind,Ratch Australia,tier_2,0.0,,
Wivenhoe,SEQ,high,no_coord_m1_backstop,SEQ,high,,,SEQ,SEQ corridor (Brisbane/Ipswich/Toowoomba),Wivenhoe,285.0,Storage - Pumped hydro,Water,CleanCo Queensland Limited,tier_1,0.0,,
Wivenhoe Regional Energy Hub - Solar,SEQ,high,no_coord_m1_backstop,SEQ,high,,,SEQ,SEQ corridor (Brisbane/Ipswich/Toowoomba),Wivenhoe,1000.0,Solar PV - Single axis tracking,Solar,SolarQ Pty Ltd,tier_3,1.0,large_tier3,
Wivenhoe Regional Energy Hub - Storage,SEQ,high,no_coord_m1_backstop,SEQ,high,,,SEQ,SEQ corridor (Brisbane/Ipswich/Toowoomba),Wivenhoe,1000.0,Storage - Battery,Other,SolarQ Pty Ltd,tier_3,1.0,large_tier3,
Wivenhoe Small Hydro,SEQ,high,no_coord_m1_backstop,SEQ,high,,,SEQ,SEQ corridor (Brisbane/Ipswich/Toowoomba),Wivenhoe,4.5,Hydro - Dam,Water,Stanwell Corporation Limited,tier_1,0.0,,
Wooderson Solar Farm,WG,medium,no_coord_m1_backstop,WG,medium,,,WG,Wide Bay region (judgement call),Wooderson,450.18,Solar PV - Single axis tracking,Solar - Solar,Wooderson Solar Development Company Pty Ltd,tier_3,0.0,,
Woodstock BESS,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,500.0,Storage - Battery,Other,AGL Energy Limited,tier_1,0.0,,
Woodstock Renewable Energy Hub - BESS,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,528.0,Storage - Battery,Other - Other,Private Energy Partners,tier_3,2.0,large_tier3; generic_name,
Woodstock Renewable Energy Hub - Solar,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,528.0,Solar PV - Fixed,Solar - Solar,Private Energy Partners,tier_3,2.0,large_tier3; generic_name,
Woolcock Centre,FNQ,high,no_coord_m1_backstop,FNQ,high,,,FNQ,FNQ corridor (Townsville and north),Woolcock,0.3,Solar PV - Fixed,Solar - Solar,TBA,tier_3,0.0,,
Woolooga BESS,WG,high,no_coord_m1_backstop,WG,high,,,WG,Woolooga corridor (Gympie/Maryborough),Woolooga,280.96,Storage - Battery,Other - Other,Woolooga BESS Fund Pty Limited as trustee for the Woolooga BESS Trust,tier_3,0.0,,
Woolooga BESS - KCI,WG,high,no_coord_m1_backstop,WG,high,,,WG,Woolooga corridor (Gympie/Maryborough),Woolooga,400.0,Storage - Battery,Other - Other,Elements Green Australia Pty Ltd,tier_2,0.0,,
Woolooga Battery Energy Storage System (BESS),WG,high,no_coord_m1_backstop,WG,high,,,WG,Woolooga corridor (Gympie/Maryborough),Woolooga,176.0,,Other,LightsourceBP,tier_1,0.0,,
Woolooga Solar Farm,WG,high,no_coord_m1_backstop,WG,high,,,WG,Woolooga corridor (Gympie/Maryborough),Woolooga,222.5,Solar PV - Single axis tracking,Solar,Woolooga Fund Pty Ltd,tier_3,0.0,,
Woonga Creek BESS,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,750.0,Storage - Battery,Other - Other,Lightsource BP,tier_1,0.0,,
Wooroora Station  Wind Farm,FNQ,high,no_coord_m1_backstop,FNQ,high,,,FNQ,FNQ corridor (Townsville and north),Wooroora,322.4,Wind Turbine - Onshore,Wind - Wind,ARK Energy Corporation Pty Ltd,tier_2,0.0,,
Wooroora Station Wind Farm,FNQ,high,no_coord_m1_backstop,FNQ,high,,,FNQ,FNQ corridor (Townsville and north),Wooroora,322.4,Wind Turbine - Onshore,Wind - Wind,ARK Energy Corporation Pty Ltd,tier_2,0.0,,
Wurdong BESS,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Wurdong,404.8,Storage - Battery,Other - Other,Wurdong ProjectCo Pty Ltd,tier_3,0.0,,
Wurdong BESS (Baywa) - KCI,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Wurdong,320.0,Storage - Battery,Other - Other,BayWA r.e Projects Australia Pty Ltd,tier_2,0.0,,
X-Elio - Sixteen Mile SF BESS,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Sixteen Mile,1100.0,Solar PV - Single axis tracking,Solar - Solar,The Trustee for X-ELIO SIXTEEN MILE TRUST,tier_1,0.0,,
Yabulu BESS,FNQ,high,no_coord_m1_backstop,FNQ,high,,,FNQ,FNQ corridor (Townsville and north),Yabulu,264.0,Storage - Battery,Other - Other,Yabulu BESS Pty Ltd,tier_3,0.0,,
Yabulu Battery Energy Storage Systems,FNQ,high,no_coord_m1_backstop,FNQ,high,,,FNQ,FNQ corridor (Townsville and north),Yabulu,40.0,,Storage,Genex Power Limited,tier_1,0.0,,
Yabulu Solar Farm,FNQ,high,no_coord_m1_backstop,FNQ,high,,,FNQ,FNQ corridor (Townsville and north),Yabulu,92.4,Solar PV - Single axis tracking,Solar - Solar,Yabulu Solar Farm Pty Ltd,tier_3,0.0,,
Yabulu Solar Fram,FNQ,high,no_coord_m1_backstop,FNQ,high,,,FNQ,FNQ corridor (Townsville and north),Yabulu,108.0,,Solar,Ace Power,tier_3,0.0,,
Yabulu South BESS,FNQ,high,no_coord_m1_backstop,FNQ,high,,,FNQ,FNQ corridor (Townsville and north),Yabulu,200.0,Storage - Battery,Other - Other,Yabulu South BESS Pty Ltd,tier_3,0.0,,
Yarranlea Solar Farm,SEQ,high,no_coord_m1_backstop,SEQ,high,,,SEQ,SEQ corridor (Brisbane/Ipswich/Toowoomba),Yarranlea,121.0,Solar PV - Single axis tracking,Solar - Solar,Yarranlea Solar Pty Ltd,tier_3,0.0,,
Yarwun 1,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Yarwun,180.0,Turbine - CCGT,Natural Gas Pipeline,RTA Yarwun Pty Ltd,tier_3,0.0,,
Yelarbon SF and BESS - KCI,SD,high,no_coord_m1_backstop,SD,high,,,SD,Southern Downs corridor (Karara/Warwick/Bulli Creek),Yelarbon,200.0,Solar PV - Fixed,Solar - Solar,Elgin Energy,tier_3,2.0,stale_proposed_4plus_releases,
Yuleba North Solar Project,DD,high,no_coord_m1_backstop,DD,high,,,DD,Darling Downs corridor (Dalby/Bell),Yuleba,300.0,Solar PV - Fixed,Solar,Vena Energy,tier_1,1.0,stale_proposed_4plus_releases,
101 Miller Street,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
133 Castlereagh St,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
20 Bond St,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
200 Victoria St,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
275 Kent St,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
321 Exhibition Street Trigen,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
40 Mount St,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
8 Chifley Place,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
990 Latrobe St,GIP,medium,no_coord_m1_backstop,GIP,medium,,,GIP,Gippsland REZ corridor (Latrobe Valley 500 kV),Latrobe,,,,,,,,
Adelaide Airport,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Adelaide,,,,,,,,
Adelaide Zoo Solar System,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Adelaide,,,,,,,,
Aeroten Leongatha Solar,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
AGL Battery (Maoneng),Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
AGL VPP,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Alberton Wind Farm,GIP,medium,no_coord_m1_backstop,GIP,medium,,,GIP,Gippsland REZ corridor (Latrobe Valley 500 kV),Alberton,122.4,Wind Turbine - Onshore,Wind - Wind,Synergy Wind Pty Ltd,,,,
Albury Renewable Energy Facility,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Albury,,,,,,,,
Angaston,MN,high,agree,MN,medium,MN,high,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Angaston,30.8,Reciprocating Engine - Compression ignition,Fossil - Diesel,Snowy Hydro Ltd,,,,
Appin,ILW,medium,no_coord_m1_backstop,ILW,medium,,,ILW,Illawarra REZ corridor (Dapto/Avon/Wollongong),Appin,55.62,Reciprocating Engine - Spark ignition,Fossil - Waste Coal Mine Gas,EDL CSM NSW Pty Ltd,,,,
Ararat Wind Farm,WV,high,agree,WV,high,WV,high,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Ararat,240.0,Wind Turbine - Onshore,Wind - Wind,Ararat Wind Farm Pty Ltd,,,,
Armidale Pumped Hydro,NEW,high,agree,NEW,high,NEW,medium,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Armidale,,,,,,,,
Aurora Solar Energy Project - Phase 1,EYR,medium,no_coord_m1_backstop,EYR,medium,,,EYR,EYR,Aurora Solar,140.0,Storage - Battery,Other - Other,SiliconAurora,,,,
AusNet Services Deakin University Victoria Geelong PV Plant,SW-VIC,medium,no_coord_m1_backstop,SW-VIC,medium,,,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Geelong,,,,,,,,
Avonlie Solar Farm,SW-NSW,high,agree,SW-NSW,medium,SW-NSW,high,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Avonlie,254.1,Solar PV - Single axis tracking,Solar - Solar,Iberdrola Australia Limited,,,,
Awaba,HCC,medium,no_coord_m1_backstop,HCC,medium,,,HCC,Hunter-Central Coast REZ corridor (Bayswater/Eraring/Singleton),Awaba,,,,,,,,
Axedale Solar Farm,CN-VIC,medium,no_coord_m1_backstop,CN-VIC,medium,,,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Axedale,140.0,Storage - Battery,Other - Other,UPC Renewables Australia,,,,
Bairnsdale,GIP,high,agree,GIP,medium,GIP,high,GIP,Gippsland REZ corridor (Latrobe Valley 500 kV),Bairnsdale,47.0,Turbine - OCGT,Fossil - Natural Gas Pipeline,Alinta DEBO,,,,
Bakers Maison,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Bald Hills Wind Farm,GIP,high,agree,GIP,medium,GIP,high,GIP,Gippsland REZ corridor (Latrobe Valley 500 kV),Bald Hills,106.6,Wind Turbine - Onshore,Wind - Wind,Bald Hills Wind Farm Pty Ltd,,,,
Ballarat,WV,high,agree,WV,medium,WV,high,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Ballarat,,,,,,,,
Ballarat Base Hospital Plant,WV,medium,no_coord_m1_backstop,WV,medium,,,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Ballarat,1.6,Reciprocating Engine - Compression ignition,Fossil - Diesel,Ballarat Health Services,,,,
Ballarat Energy Storage System,WV,high,agree,WV,medium,WV,high,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Ballarat,30.0,Storage - Battery,Other - Other,Ausnet Transmission Group Pty Ltd,,,,
Bango Wind Farm,SW-NSW,high,agree,SW-NSW,medium,SW-NSW,high,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Bango,,,,,,,,
Banimboola,CN-VIC,high,agree,CN-VIC,medium,CN-VIC,high,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Banimboola,10.0,Hydro - Dam,Hydro - Water,AGL Hydro Partnership,,,,
Bankstown Sports Club,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Bannerton Solar Park,MR,high,agree,MR,medium,MR,high,MR,Murray River REZ corridor (Kerang/Red Cliffs/PEC western feed),Bannerton,100.0,Solar PV - Single axis tracking,Solar - Solar,Foresight Solar Australia Pty Ltd,,,,
Barker Inlet Power Station,MN,high,agree,MN,medium,MN,high,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Barker Inlet,210.0,Reciprocating Engine - Spark ignition,Fossil - Natural Gas Pipeline,AGL Barker Inlet Pty Ltd,,,,
Barn Hill,EYR,medium,no_coord_m1_backstop,EYR,medium,,,EYR,EYR,Barn Hill,186.0,Wind Turbine - Onshore,Wind - Wind,Barn HIll Wind Farm Pty Ltd,,,,
Baroota Pumped Hydro Project,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Baroota,250.0,Hydro - Dam,Hydro - Water,ACEN Renewables,,,,
Bastyan,TAS-NW,high,agree,TAS-NW,high,TAS-NW,review,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),79.9,Hydro - Dam,Hydro - Water,Hydro-Electric Corporation,,,,
Battery of the Nation - Stage 1,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),,,,,,,,
Battery of the Nation - Stage 2a,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),,,,,,,,
Battery of the Nation - Stage 2b,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),750.0,Storage - Pumped hydro,Hydro - Water,Hydro Tasmania,,,,
Battery of the Nation - Stage 3a,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),,,,,,,,
Battery of the Nation - Stage 3b,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),750.0,Storage - Pumped hydro,Hydro - Water,Hydro Tasmania,,,,
Bayswater,HCC,high,boundary_swap_m1_review,NEW,review,HCC,high,NEW,"New England REZ corridor (Armidale/Tamworth/Dumaresq) — shared keyword across REZs: ['HCC', 'NEW']; primary assignment based on substation locality",Bayswater,685.0,Turbine - Steam Sub Critical,Fossil - Black Coal,AGL Macquarie Pty Limited,,,,
Bayswood Timber Hallam VIC,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Beaconhills College Berwick,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Belconnen,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Bell Bay Three,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),40.0,Turbine - OCGT,Fossil - Natural Gas Pipeline,AETV Pty Ltd,,,,
Bells Mountain Pumped Hydro,HCC,high,excluded_m1,Unclassified,review,HCC,high,Unclassified,No rule matched — manual review needed,,,,,,,,,
Belrose,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Ben More,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Bendigo,CN-VIC,high,no_coord_m1_backstop,CN-VIC,high,,,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Bendigo,,,,,,,,
Berrimal Wind Farm,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Berrybank Wind Farm,SW-VIC,high,no_coord_m1_backstop,SW-VIC,high,,,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Berrybank,180.6,Wind Turbine - Onshore,Wind - Wind,Berrbank Development Pty ltd,,,,
Berwick,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Beryl Solar Farm,CWO,high,agree,CWO,medium,CWO,high,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Beryl,98.4,Solar PV - Single axis tracking,Solar - Solar,FS NSW Project No 1 AT Pty Ltd as trustee of FS NSW Project No 1 Asset Trust,,,,
BHP Olympic Dam Backup Generation,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Biala Wind Farm,SW-NSW,high,excluded_m1,Unclassified,review,SW-NSW,high,Unclassified,No rule matched — manual review needed,,,,,,,,,
Blackmores,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Blayney,CWO,medium,excluded_m1,Unclassified,review,CWO,medium,Unclassified,No rule matched — manual review needed,,,,,,,,,
Blowering,SW-NSW,high,agree,SW-NSW,medium,SW-NSW,high,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Blowering,80.0,Hydro - Dam,Hydro - Water,Snowy Hydro Ltd,,,,
Blue Lake Milling Power Plant,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Boco Rock Wind Farm,SW-NSW,high,agree,SW-NSW,medium,SW-NSW,high,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Boco Rock,98.6,Wind Turbine - Onshore,Wind - Wind,South Pacific Power Pty Ltd,,,,
Bodangora Wind Farm,CWO,high,agree,CWO,review,CWO,high,CWO,"Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar) — shared keyword across REZs: ['CWO', 'SW-NSW']; primary assignment based on substation locality",Bodangora,113.19,Wind Turbine - Onshore,Wind - Wind,Bodangora Wind Farm Pty Ltd,,,,
Bogan River,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Bogong / Mackay,CN-VIC,medium,no_coord_m1_backstop,CN-VIC,medium,,,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Bogong,160.02,Hydro - Dam,Hydro - Water,AGL Hydro Partnership,,,,
Bolivar Waste Water Treatment,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Bolivar,8.25,Storage - Battery,Other - Other,South Australian Water Corporation,,,,
Bomen Solar Farm,SW-NSW,high,agree,SW-NSW,medium,SW-NSW,high,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Bomen,121.0,Solar PV - Single axis tracking,Solar - Solar,Spark Infrastructure Holdings No. 6 Pty Limited,,,,
Boronia Mini Hydro,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Brewongle Solar Farm,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Brewongle,100.0,Solar PV - Fixed,Solar - Solar,Edify Energy Pty Ltd,,,,
Bridgewater,SW-VIC,high,excluded_m1,Unclassified,review,SW-VIC,high,Unclassified,No rule matched — manual review needed,,,,,,,,,
Bridle Track Solar Project,MN,high,agree,MN,medium,MN,high,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Bridle Track,300.0,Solar PV - Single axis tracking,Solar - Solar,ACEN Renewables,,,,
Broadmeadows,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Broadwater,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,38.0,Turbine - Steam Sub Critical,Renewable Biomass or Waste - Biomass,Cape Byron Management PTY LTD,,,,
Brocklehurst Solar Farm,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
