site_name,region,project_lat,project_lon,project_coord_source,spike_class,expected_catchment,method,transmission_catchment,catchment_confidence,nearest_substation,nearest_substation_rez,distance_km,exclusion_pattern_matched,region_mismatch,notes
Salisbury West Solar 350MW,NSW1,-30.8038,151.6071,locality_proxy,,,spatial_join,NEW,medium,New England,NEW,19.85,,False,
Salisbury West Solar 450MW,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Sandigo Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Sandy Creek Solar Farm,NSW1,-32.1769,149.17,osm_plant,,,spatial_join,CWO,high,Elong Elong,CWO,8.14,,False,
Sandy Point Hybrid - Solar,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Sandy Point Hybrid - Storage,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Sapphire Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Sapphire Solar Farm (Submitted via XL),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Sapphire Wind Farm,NSW1,-29.706321,151.4444143,OSM_plant,,,spatial_join,NEW,high,Sapphire,NEW,3.19,,False,
Sebastopol Solar Farm,NSW1,-34.6099831,147.5592039,OSM_plant,,,spatial_join,SW-NSW,medium,Junee,SW-NSW,28.14,,False,
Shoalhaven,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Shoalhaven Expansion,NSW1,-34.78,150.4,manual,shared_boundary,ILW,spatial_join,ILW,high,Shoalhaven Expansion,ILW,0.0,,False,
Shoalhaven Starches Cogeneration Plant,NSW1,,,,,,spatial_join_excluded,Unclassified,excluded,,,,Cogeneration,False,
Silver City Energy Storage,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Silverleaf Solar Farm - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Silverton Wind Farm,NSW1,-31.7816917,141.270202,OSM_plant,,,spatial_join,SW-NSW,medium,Broken Hill,SW-NSW,26.75,,False,
Smithfield BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Smithfield Energy Facility,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Snowy 2.0,NSW1,-35.7864,148.4444,wikipedia,,,spatial_join,SW-NSW,high,Tumut,SW-NSW,14.84,,False,
Snowy 2.0.,NSW1,-35.7864,148.4444,wikipedia,,,spatial_join,SW-NSW,high,Tumut,SW-NSW,14.84,,False,
South Coree BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
South Kempsey BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
South Keswick Solar Farm,NSW1,-32.2729058,148.6586267,OSM_plant,,,spatial_join,CWO,high,Dubbo,CWO,2.75,,False,
South Pacific Offshore Wind Project,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Spicers Creek Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Springdale Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Springdale Solar Farm - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
St George Leagues Club,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
"St George Leagues Club - Kogarah, NSW",NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
St George Leagues Club_x000D_,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Stockland Development Wetherill Park,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Stoney Creek BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Strafford Renewable Energy Hub - Pumped Hydro,NSW1,-32.1353,151.9511,state_portal,,,spatial_join,HCC,medium,Stroud,HCC,23.71,,False,
Stratford Renewable Energy Hub,NSW1,-32.2,151.95,manual,shared_boundary,HCC,spatial_join,HCC,high,Stroud,HCC,16.54,,False,
Strontian Solar BESS,NSW1,-34.9206,146.6436,aemo_filing,,,spatial_join,SW-NSW,high,Lockhart,SW-NSW,13.85,,False,
Strontian Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Stubbo BESS,NSW1,-32.23,149.64,proponent_site,,,spatial_join,CWO,high,Uarbry West,CWO,13.01,,False,
Stubbo Solar Farm,NSW1,-32.2459754,149.5788373,OSM_plant,,,spatial_join,CWO,high,Beryl,CWO,15.87,,False,
Summer Hill,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Summerhill,NSW1,-32.891372,151.6493438,OSM_plant,,,spatial_join,HCC,high,Waratah,HCC,6.11,,False,
Summerhill Solar Farm,NSW1,-32.891372,151.6493438,OSM_plant,,,spatial_join,HCC,high,Waratah,HCC,6.11,,False,
Summerville SF,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Summerville Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Sundown Hybrid Facility,NSW1,-29.8273,151.5171,osm_plant,,,spatial_join,NEW,high,White Rock,NEW,2.96,,False,
Sundown SF(Canadian Solar),NSW1,-29.8273,151.5171,osm_plant,,,spatial_join,NEW,high,White Rock,NEW,2.96,,False,
Sundown Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Sunraysia BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Sunraysia Solar Farm,NSW1,-34.8043837,143.4901118,OSM_plant,,,spatial_join,SW-NSW,high,Balranald,SW-NSW,4.52,,False,
Suntop Solar Farm,NSW1,-32.581824,148.8271836,OSM_plant,,,spatial_join,CWO,high,Wellington,CWO,14.13,,False,
Suntop Solar Farm Pty Ltd,NSW1,-32.581824,148.8271836,OSM_plant,,,spatial_join,CWO,high,Wellington,CWO,14.13,,False,
Swallow Tail BESS,NSW1,-34.4415,149.995,osm_substation,,,spatial_join,ILW,high,Bannaby,ILW,5.12,,False,
Tabulam BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tabulam Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tahmoor,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Talbingo BESS,NSW1,-35.582,148.303,locality_proxy,,,spatial_join,SW-NSW,medium,Jounama,SW-NSW,2.45,,False,
Tallawang BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tallawang Solar And BESS,NSW1,-32.2984,149.4645,wikipedia,,,spatial_join,CWO,high,Beryl,CWO,5.55,,False,
Tallawarra,NSW1,-34.5225862,150.8071235,OSM_plant,,,spatial_join,ILW,high,Tallawarra,ILW,0.05,,False,
Tallawarra B,NSW1,-34.5225,150.806,wikipedia,,,spatial_join,ILW,high,Tallawarra,ILW,0.12,,False,
Tamworth BESS,NSW1,-31.1413,150.9008,aemo_filing,,,spatial_join,NEW,high,Tamworth,NEW,4.87,,False,
Tamworth BESS - Gmr Energy,NSW1,-31.155,150.9055,proponent_site,,,spatial_join,NEW,high,Tamworth,NEW,4.47,,False,
Tamworth BESS - Valent,NSW1,-31.13,150.97,state_portal,,,spatial_join,NEW,high,Tamworth,NEW,2.57,,False,
Tamworth BESS Project 1 Pty Ltd,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tamworth BESS Project 2 Pty Ltd,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tamworth Energy Reserve - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tamworth Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tara Springs Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Taralga Wind Farm,NSW1,-34.4176226,149.8683965,OSM_plant,,,spatial_join,SW-NSW,high,Taralga,SW-NSW,1.56,,False,
Tarleigh Park Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Taronga Western Plains Zoo,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tchelery BESS,NSW1,-35.0886,144.038,aemo_filing,,,spatial_join,SW-NSW,review,Balranald,SW-NSW,58.27,,False,
Tchelery Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tchelery Wind Farm - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tenterfield Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Teralba,NSW1,-32.9456032,151.611986,OSM_plant,,,spatial_join,HCC,high,Newcastle,HCC,5.1,,False,
Territory Battery,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Texas BESS,NSW1,-28.879,151.158,locality_proxy,,,spatial_join,NEW,medium,Texas BESS,NEW,3.22,,False,
Texas Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
The Drop,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
The Plains,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Thunderbolt Energy Hub,NSW1,-30.7589,151.4509,aemo_filing,,,spatial_join,NEW,high,Northern Hub (Hub 10),NEW,16.88,,False,
Thunderbolt Wind Farm,NSW1,-30.78,151.22,state_portal,,,spatial_join,NEW,high,Bendemeer,NEW,12.52,,False,
Tilbuster Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tirranna BESS - KCI,NSW1,-34.821,149.682,locality_proxy,,,spatial_join,SW-NSW,medium,Goulburn,SW-NSW,7.27,,False,
Todae Solar CSU,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Todae Solar PE - Llandilo,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Todae Solar SV - Mater Clinic,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Todae Solar SV - Mater Hospital,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Todae Solar- PF Minchinbury,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tomago BESS,NSW1,-32.8248,151.7245,wikipedia,,,spatial_join,HCC,high,Tomago,HCC,1.39,,False,
Tomago BESS (AGL),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tomago GT,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tower,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Tumut 3,NSW1,-35.6111482,148.2917198,OSM_plant,,,spatial_join,SW-NSW,high,Talbingo,SW-NSW,0.84,,False,
Tumut Pulp and Paper Mill,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
UNSW C25,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Ulladulla Offshore Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Upper Hunter BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Upper Hunter Energy Park - Solar,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Upper Hunter Energy Park - Wind,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Upper Tumut,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Uranquinty,NSW1,-35.1801542,147.2156517,OSM_plant,,,spatial_join,SW-NSW,high,Uranquinty,SW-NSW,3.58,,False,
Uungala Wind Farm,NSW1,-32.5825,149.1772,wikipedia,,,spatial_join,CWO,medium,Wellington,CWO,20.98,,False,
Uungula BESS,NSW1,-32.5825,149.1772,wikipedia,,,spatial_join,CWO,medium,Wellington,CWO,20.98,,False,
Uungula Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Vales Point B,NSW1,-33.16056,151.54194,wikipedia,,,spatial_join,HCC,high,Vales Point,HCC,0.14,,False,
Vales Point BESS,NSW1,-33.16,151.5446,wikipedia,,,spatial_join,HCC,high,Vales Point,HCC,0.31,,False,
Vales Point Solar,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Valley of the Winds,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Vineyard BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wagga North BESS (IB Vogt) - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wagga North BESS - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wagga North Battery Energy Storage System,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wagga North Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wagga North Solar Farm BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wagga Wagga BESS,NSW1,-35.069,147.439,aremi,,,spatial_join,SW-NSW,high,Bomen,SW-NSW,2.93,,False,
Wagga Wagga BESS (KCI),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wagga Wagga Renewable Project,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wagga Wagga Solar Farm,NSW1,-35.0708705,147.4392451,OSM_plant,,,spatial_join,SW-NSW,high,Bomen,SW-NSW,2.92,,False,
Wagga Wagga Solar Project,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Walcha Energy Project - Brackendale North Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Walcha Energy Project - Brackendale South Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Walcha Energy Project - Kangaroo Hills Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Walcha Energy Project - Ruby Hills Wind Farm,NSW1,-30.9518,151.4068,osm_plant,,,spatial_join,NEW,high,Walcha,NEW,17.8,,False,
Walcha Energy Project - Salisbury East Solar,NSW1,-30.8038,151.6071,locality_proxy,,,spatial_join,NEW,medium,New England,NEW,19.85,,False,
Walcha Energy Project - Salisbury East Solar 350MW,NSW1,-30.8038,151.6071,locality_proxy,,,spatial_join,NEW,medium,New England,NEW,19.85,,False,
Walcha Energy Project - Salisbury West Solar,NSW1,-30.8038,151.6071,locality_proxy,,,spatial_join,NEW,medium,New England,NEW,19.85,,False,
Walcha Energy Project - St Leonards Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Walcha Energy Project - Tia Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Walcha Energy Project - Winterbourne Wind Farm,NSW1,-30.9852,151.5933,osm_plant,,,spatial_join,NEW,high,Walcha,NEW,1.48,,False,
Walcha Energy Project - Woolbrook Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Walcha Energy Project Storage - Dungowan PHES,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Walcha Energy Project Storage - Salisbury BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Walgett Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Walla Walla Solar Farm,NSW1,-35.7481068,146.9656769,OSM_plant,,,spatial_join,SW-NSW,high,Culcairn,SW-NSW,12.23,,False,
Wallabadah BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wallaroo Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wallerawang 9 BESS,NSW1,-33.4026,150.083,proponent_site,,,spatial_join,CWO,high,Wallerawang,CWO,0.47,,False,
Wallerawang BESS,NSW1,-33.4023,150.0837,wikipedia,,,spatial_join,CWO,high,Wallerawang,CWO,0.53,,False,
Wallgrove Grid Battery project,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wandoona Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Waratah Super Battery,NSW1,-33.2152883,151.5434745,OSM_plant,,,spatial_join,HCC,high,Munmorah,HCC,0.71,,False,
Waratah Super Battery 350MW,NSW1,-33.2152883,151.5434745,OSM_plant,,,spatial_join,HCC,high,Munmorah,HCC,0.71,,False,
Waratah Super Battery 700MW,NSW1,-33.2152883,151.5434745,OSM_plant,,,spatial_join,HCC,high,Munmorah,HCC,0.71,,False,
Wattle Creek Energy Hub - Battery Storage,NSW1,-34.604,150.061,aremi,,,spatial_join,ILW,high,Marulan,ILW,1.46,,False,
Wattle Creek Energy Hub - Solar / BESS,NSW1,-34.6464,149.965,aemo_filing,,,spatial_join,ILW,high,Marulan,ILW,8.75,,False,
Wee Jasper Wind Farm,NSW1,-35.1106,148.6759,state_portal,,,spatial_join,SW-NSW,high,Burrinjuck,SW-NSW,14.86,,False,
Wee Waa Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wellington A-CAES,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wellington BESS,NSW1,-32.5485,149.0679,aemo_filing,,,spatial_join,CWO,high,Wellington,CWO,10.1,,False,
Wellington BESS - Stage 1,NSW1,-32.5485,149.0679,proponent_site,,,spatial_join,CWO,high,Wellington,CWO,10.1,,False,
Wellington BESS - Stage 2,NSW1,-32.53,149.0,state_portal,,,spatial_join,CWO,high,Wellington,CWO,3.46,,False,
Wellington BESS 2,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wellington BESS 2 - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wellington North BESS,NSW1,-32.4917,148.96,wikipedia,,,spatial_join,CWO,high,Wellington,CWO,3.94,,False,
Wellington North BESS - KCI,NSW1,-32.4917,148.96,wikipedia,,,spatial_join,CWO,high,Wellington,CWO,3.94,,False,
Wellington North Solar Farm,NSW1,-32.4966434,148.9574508,OSM_plant,,,spatial_join,CWO,high,Wellington,CWO,3.42,,False,
Wellington North Solar Farm (AGL),NSW1,-32.4966434,148.9574508,OSM_plant,,,spatial_join,CWO,high,Wellington,CWO,3.42,,False,
Wellington North Solar Farm (AGL) _x000D_,NSW1,-32.4966434,148.9574508,OSM_plant,,,spatial_join,CWO,high,Wellington,CWO,3.42,,False,
Wellington North Solar Farm (Lightsource),NSW1,-32.4966434,148.9574508,OSM_plant,,,spatial_join,CWO,high,Wellington,CWO,3.42,,False,
Wellington Solar Farm,NSW1,-32.5154765,148.9552621,OSM_plant,,,spatial_join,CWO,high,Wellington,CWO,1.48,,False,
Wellington Town BESS - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
West Illawarra Leagues Club,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
West Nowra Landfill Gas Power Generation Facility,NSW1,,,,,,spatial_join_excluded,Unclassified,excluded,,,,Landfill,False,
West Wellington Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
West Wyalong BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
West Wyalong Solar Farm,NSW1,-33.809558,147.3249433,OSM_plant,,,spatial_join,SW-NSW,high,West Wyalong,SW-NSW,16.13,,False,
"Western Suburbs Leagues Club - Campbelltown, NSW",NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
"Western Suburbs Leagues Club - Illawarra - Unanderra, NSW",NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Western Sydney Energy & Resource Recovery Centre,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Western Sydney Pumped Hydro Project,NSW1,-34.0521,150.4447,osm_plant,,,spatial_join,SW-NSW,medium,Tower,SW-NSW,31.36,,False,
White Rock Solar Farm,NSW1,-29.7642547,151.5530784,OSM_plant,,,spatial_join,NEW,high,White Rock,NEW,7.23,,False,
White Rock Wind Farm - Stage 1,NSW1,-29.8300118,151.5642607,OSM_plant,,,spatial_join,NEW,high,White Rock,NEW,1.6,,False,
White Rock Wind Farm - Stage 2,NSW1,-29.8300118,151.5642607,OSM_plant,,,spatial_join,NEW,high,White Rock,NEW,1.6,,False,
Wilga Park Power Station A,NSW1,-30.363281,149.6774453,OSM_plant,,,spatial_join,NEW,high,Narrabri,NEW,12.64,,False,
Wilga Park Power Station B,NSW1,-30.363281,149.6774453,OSM_plant,,,spatial_join,NEW,high,Narrabri,NEW,12.64,,False,
Willavale BESS,NSW1,-34.8818,149.5179,aemo_filing,,,spatial_join,SW-NSW,high,Cullerin,SW-NSW,14.56,,False,
Willavale Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Williamsdale BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Williamsdale Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Winterbourne Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wollar BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wollar Solar Farm,NSW1,-32.4165706,149.9364994,OSM_plant,,,spatial_join,CWO,high,Wollar,CWO,1.65,,False,
Wollongong Offshore Wind,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wongalea BESS,NSW1,-30.5212,151.6814,proponent_site,,,spatial_join,NEW,high,Armidale,NEW,3.28,,False,
Woodland BESS,NSW1,-34.45,145.93,state_portal,,,spatial_join,SW-NSW,medium,Griffith,SW-NSW,22.26,,False,
Woodlawn Bioreactor Energy Generation,NSW1,-35.0630386,149.5701658,OSM_plant,,,spatial_join_excluded,Unclassified,excluded,,,,Bioreactor,False,
Woodlawn Wind Farm,NSW1,-35.0923674,149.5724613,OSM_plant,,,spatial_join,SW-NSW,high,Woodlawn,SW-NSW,3.83,,False,
Woy Woy Renewable Energy Facility,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wyalong Solar Farm,NSW1,-33.809558,147.3249433,OSM_plant,,,spatial_join,SW-NSW,high,West Wyalong,SW-NSW,16.13,,False,
Wyangala A,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wyangala B,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wyong,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Yambla Range BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Yambla Range Wind Farm,NSW1,-35.85,147.05,proponent_site,,,spatial_join,SW-NSW,high,Jindera,SW-NSW,15.27,,False,
Yanco BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Yanco Delta Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Yanco Delta Wind Farm Stage 1 - Battery,NSW1,-35.3141,145.7268,osm_plant,,,spatial_join,SW-NSW,medium,Finley,SW-NSW,41.09,,False,
Yanco Delta Wind Farm Stage 1 - Battery - KCI,NSW1,-35.3141,145.7268,osm_plant,,,spatial_join,SW-NSW,medium,Finley,SW-NSW,41.09,,False,
Yanco Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Yarrabee Solar Power Project,NSW1,-34.95,146.3,manual,prior,SW-NSW,spatial_join,SW-NSW,medium,Narrandera,SW-NSW,31.66,,False,
Yass Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Yass Solar Farm - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Aldoga Solar Farm,QLD1,-23.946,151.16,manual,qld_control,CQ,spatial_join,CQ,high,Aldoga,CQ,0.0,,False,
Kogan Creek,QLD1,-26.828,150.745,manual,qld_control,WD,spatial_join,WD,high,Kogan Creek,WD,0.0,,False,
MacIntyre Wind Farm,QLD1,-28.396,151.205,manual,qld_control,SD,spatial_join,SD,medium,Karara,SD,24.53,,False,
Stanwell,QLD1,-23.546,150.336,manual,qld_control,CQ,spatial_join,CQ,high,Stanwell,CQ,0.0,,False,
Western Downs Green Power Hub,QLD1,-26.674,150.58,manual,qld_control,WD,spatial_join,WD,high,Western Downs Switching Station,WD,0.0,,False,
AGL Battery (Maoneng),SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
AGL VPP,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Adelaide Airport,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Adelaide Desalination Plant,SA1,-35.0996277,138.482704,OSM_plant,,,spatial_join_excluded,Unclassified,excluded,,,,Desalination,False,
Adelaide Zoo Solar System,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Angaston,SA1,-34.5033859,139.0245755,OSM_plant,,,spatial_join,MN,high,Angaston,MN,0.08,,False,
Augusta BESS,SA1,-32.553,137.819,proponent_site,,,spatial_join,MN,high,Davenport,MN,1.95,,False,
Aurora Solar Energy Project - Phase 1,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Australia Plains Solar Farm,SA1,-34.0,139.25,locality_proxy,,,spatial_join,MN,medium,Bundey,MN,8.68,,False,
BESS Blacktop,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
BHP Olympic Dam Backup Generation,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Barker Inlet Power Station,SA1,-34.8037002,138.5236033,OSM_plant,,,spatial_join,MN,high,Torrens Island,MN,0.4,,False,
Barker Inlet Power Station 2,SA1,-34.8037002,138.5236033,OSM_plant,,,spatial_join,MN,high,Torrens Island,MN,0.4,,False,
Barn Hill,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Barn Hill BESS,SA1,-33.539,138.221,aemo_filing,,,spatial_join,MN,high,Clements Gap,MN,9.05,,False,
Baroota Pumped Hydro Project,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Blacktop BESS - KCI,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Blanche BESS - KCI,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Blue Lake Milling Power Plant,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Blyth BESS,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Blyth West BESS,SA1,-33.845,138.489,aemo_filing,,,spatial_join,MN,high,Blyth,MN,7.5,,False,
Bolivar Power Station,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bolivar Waste Water Treatment,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bordertown Power Station Gen,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bridle Track Solar Project,SA1,-32.893,138.001,proponent_site,,,spatial_join,MN,high,Baroota,MN,9.03,,False,
Brinkworth BESS,SA1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Brinkworth BESS - Storage - KCI,SA1,-33.6833,138.4,locality_proxy,,,spatial_join,MN,medium,Brinkworth,MN,6.33,,False,
Bundey BESS and Solar Project,SA1,-33.887,139.271,aemo_filing,,,spatial_join,MN,high,Bundey,MN,6.09,,False,
Bundey Energy Hub Battery Energy Storage A,SA1,-33.9251,139.2235,osm_substation,,,spatial_join,MN,high,Bundey,MN,0.0,,False,
Bundy Energy Hub A (BESS),SA1,-33.891,139.2734,osm_substation,,,spatial_join,MN,high,Bundey,MN,5.96,,False,
